pincode,circle,region,division,offices
756181,Odisha Circle,Bhubaneswar HQ Region,Bhadrak Division,"Madhabnagar S.O, Bhadrak Bypass B.O, Garadapur B.O, Gelpur B.O, Geltua B.O, Jalanga B.O, Mouda B.O, Tihiri B.O, Prachinagar B.O"
756182,Odisha Circle,Bhubaneswar HQ Region,Bhadrak Division,"Dungura S.O, Aliha B.O, Arakhpur B.O, Baghua B.O, Damodarpur B.O"
757001,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Baripada H.O, Ambikasahi S.O, Baripada Bazar S.O, Baripada Court S.O, Baripada Hospital S.O, Baripada Municipal Market S.O, Baripada R.S. S.O, Deulasahi S.O, Palabani Chhak S.O, Tulasichoura S.O"
757002,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Bhanjpur S.O, Belgadia S.O, Bijay Ramchandrapur S.O"
757003,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Takatpur S.O, Dakoipodadiha B.O, Damodar Pur B.O, Goudadiha B.O, Raikad Jharan B.O, Baghra Road B.O, Sripad Ganja B.O"
757014,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Chandua Ashram S.O, Baghuasole B.O, Bhugudakata B.O, Dardara B.O, Gayalkata B.O, Kakharusole B.O, Keutunimari B.O, Kuabuda B.O, Kusumasole B.O, Marangtandi B.O, Saragchhida B.O, Tadki B.O"
757016,Odisha circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Bachhuripal B.O, Debsole B.O, Gobra B.O, Jharia B.O, Kamardiha B.O, M. Kanpur B.O, Patagadia B.O, Rasgovindpur S.O"
757017,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Mantri S.O, Bijipur B.O, Chandanpur B.O, Deopara B.O, Kuradiha B.O, Mirigidari B.O, Nakhra B.O, Nankua B.O, Narangaon B.O, Pruthunathpur B.O, Salgaon B.O"
757018,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Chitrada S.O, Anua B.O, Bhairangisole B.O, Bhaliadiha B.O, Bholaghati B.O, Chandabilla B.O, Chhatna B.O, Dhansole B.O, Gadigaon B.O, Gholmuhan B.O, Idar B.O, Kapoi B.O, Maigaon B.O, Makunda B.O, Musagadia B.O, Nichuapada B.O, Paramananda B.O, Patpur B.O, Sunahaja B.O"
757019,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Khunta S.O, Atanati B.O, Badkaranjia B.O, Badmamundia B.O, Baldiha Khunta B.O, Banakati B.O, Bhandagaon B.O, Hirapur B.O, Karkachia B.O, Silaghati B.O, Tikarpada B.O"
757020,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Moroda S.O, Badampur B.O, Baincha Nuagaon B.O, Baladia B.O, Barkand B.O, Bhatchhatar B.O, Chakulia B.O, Ghodabandha  Khuntapal B.O, Jhinkiria B.O, Khuntapal B.O, Manida B.O, N. Chhotraipur B.O, Rakhinisahi B.O, Rukuni B.O"
757021,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Deuli S.O, Anlakuda B.O, Chaksuliapada B.O, Chuhat B.O, Dhemnasole B.O, Kanimahuli B.O, Nuagaon talakchuin B.O, Sarasposi B.O"
757022,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Suliapada S.O, Baghra B.O, Bari B.O, Darudihi B.O, Dhatika B.O, Mahabila B.O, Pokharia B.O, Saluadahar B.O, Saradiha B.O, Singda B.O, Ufalgadia B.O"
757023,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Garia S.O (Mayurbhanj), Badfera B.O, Badmundhabani B.O, Dhenkinenjia B.O, Futukisole B.O, Kandana B.O, Keshrasole B.O, Khalapada B.O, Kui B.O, Kujidihi B.O, Lunia B.O, Nuhamalia B.O, Sanmundhabani B.O"
757024,Odisha circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Bajratundi B.O, Baunsbilla B.O, Belam B.O, Gudialbandh B.O, Jadunathpur B.O, Kadualbandh B.O, Kerko Baiganbaria B.O, Paikabasa B.O, Talanda B.O, Tangasole B.O, Uthani Nuagaon B.O, Sankerko S.O"
757025,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Betnoti S.O, Agria B.O, Aguad B.O, Bartana B.O, Dalki B.O, Durgapur B.O, Gobapal B.O, Kanchisole B.O, Kochilakhunta B.O, Kuliana Barsahi B.O, Nuagaon B.O, Paunsia B.O, Rangapani B.O, Sakua B.O, Sialighati B.O"
757026,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Barsahi S.O, B. Chhelia B.O, Chadada B.O, Chhelia B.O, Deulia B.O, Gendagadia B.O, Kendudiha B.O, Khuntapal B.O, Patarapada B.O, Ranibandh B.O, Singtia B.O, Suhagpura B.O, Talpada B.O"
757027,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Kuamara S.O, Sikidia B.O, Talakadada B.O"
757028,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Baisinga S.O, Ambagadia B.O, Badkhiripada B.O, Bidukudia B.O, Kadalia B.O, Khuntapur B.O, Mahulpatna B.O, Nachhipuria B.O, Patalipura B.O, Purunia B.O, Raghupur B.O, Singlamundali B.O"
757029,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Krushnachandrapur S.O, Asanbani B.O, Badjod B.O, Bhalia B.O, Budhikhamari B.O, Dantiamuhan B.O, Dhanpur B.O, Hatikote B.O, Jamdapal B.O, Jamsole B.O, Karamsole B.O, Sureidihi B.O, Tasarda B.O"
757030,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Kuliana S.O, Ambapunja B.O, Digar Astia B.O, Gendapokhari B.O, Ghodapal B.O, Goudruma B.O, Jagannathkhunta B.O, Kalabadia B.O, Kathsirsi B.O, Koilisuta B.O, Kudiapal B.O, Nabedhi B.O, Nuagaon B.O, Parulia B.O, Pathuri B.O, Patihinja B.O, Sansarasposi B.O"
757031,Odisha circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Bagjhumpa B.O, Baunsda B.O, Ekdali B.O, Gandipani B.O, Pandra Rolasahi B.O, Sankachimbila B.O, Shirsa S.O"
757032,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Bangriposi S.O, Asana B.O, Bankati B.O, Bedhakudar B.O, Danadar B.O, Dhobanisole B.O, Dighi B.O, Ghatkuanri B.O, Golamundhakata B.O, Gosanipal B.O, Katra Chandan Pur B.O, Manbhanj B.O, Nafree B.O, Nischinta B.O, Pandhada B.O, Patharkham B.O, Puruna Pani B.O"
757033,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Bisoi S.O, Asana B.O, Badnalua B.O, Baneikala B.O, Bautibeda B.O, Kaduani B.O, Khadambeda B.O, Kundulia B.O, Majhigaon B.O, Manada B.O, N.B.Pokharia B.O, Nuagaon kurkutia B.O, Sanjambilla B.O, Sanpurunapani B.O, Sargoda Jashipur B.O, Sunajodia B.O"
757034,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Jashipur S.O, Astakuanr B.O, Barehipani B.O, Baunsnali B.O, Chakidi B.O, Chheligudhudi B.O, Dhalabani B.O, Durdura B.O, Gudugudia B.O, Jamukeswar B.O, Moudi B.O, Podagarh B.O, ALKUDAR"
757035,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Raruan S.O, Angarpada B.O, Baidyanath B.O, Brahmaniposi B.O, Budamara B.O, Budhigambharia B.O, Denua B.O, Ghagarbeda B.O, Hindala B.O, Jamuti B.O, Khuntapada B.O, Naksara B.O, Nuagaon B.O, Raikala B.O, Righa B.O"
757036,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Tato S.O, Badgaon B.O, Bakartala B.O, Bala B.O, Barakamuda B.O, Baria B.O, Batpalasa B.O, Chanchbani B.O, Dari B.O, Dudhiani B.O, Hatibari B.O, Moto B.O, Pantho B.O, Rugudi B.O, Salarapada B.O, Tongabilla B.O"
757037,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Karanjia S.O (Mayurbhanj), Bhadubeda B.O, Bhanra B.O, Chitraposi B.O, Ghagarda B.O, Ghosada B.O, Indupur B.O, Kendujiani B.O, Kendumundi B.O, Kerkera B.O, Kuliposi B.O, Kushpada B.O, Nedhuapal B.O, Patbil B.O, Rasamtala B.O, San Deuli B.O, Karanjia Bazar S.O, Karanjia Court S.O, Karanjia Golei S.O"
757038,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Thakurmunda S.O, Baunsdiha B.O, Bharandia B.O, Champajhar B.O, Digdhar B.O, Hatigoda B.O, Jarak B.O, Keshdiha B.O, Khandabandh B.O, Mahuldiha B.O, Mituani B.O, Padiabeda B.O, Patarapada B.O, Salchua B.O, Saleibeda B.O, Satkosia B.O, Talpada B.O, Taramara B.O"
757039,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Sukruli S.O, Arjunbilla B.O, Badterenti B.O, Bramarposi B.O, Chaturanjali B.O, Galusahi B.O, Haldia B.O, Jamunti B.O, Jhadghosada B.O, Khiching B.O, Kumbhirda B.O, Nuabeda B.O, Pandarsil B.O, Singada B.O, Talgaon B.O"
757040,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Kaptipada S.O, Parasbani B.O, Peragari B.O, Sanbisole B.O, Badgudugudia B.O, Badkhaladi B.O, Badsimulia B.O, Chuinposi B.O, Golagadia B.O, Goudagaon B.O, Jaida B.O, Jambani B.O, Kaladahi B.O, Mankadapada B.O, Mirigothana B.O"
757041,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Udala S.O, Ambadiha B.O, Badsingaria B.O, Bahubandh B.O, Bhimtali B.O, Dughdha B.O, Jaida B.O, Jualia B.O, Kainsari B.O, Khaladi B.O, Kutling B.O, Nayarangamatia B.O, Patpur B.O, Salmundali B.O, Udala Bazar S.O, Udala College S.O"
757042,Odisha Circle,Bhubaneswar HQ Region,Mayurbhanj Division,"Gorumahisani S.O, Anlajo R.S. B.O, Badgaon B.O, Badmouda B.O, Badra B.O, Bhimkhanda B.O, Guhaldangri B.O, Hatia B.O, Kukudimundi B.O, Mahadevdihi B.O, Sanpakhana B.O, Sudarsanpur B.O, Sundhal B.O, Tikhia B.O"
